folder,file_name,full_path,sample_rate,duration_sec,channels,bit_depth
female_1,230.wav,D:\AlterDubDatasets\female_1\230.wav,48000,7.644,1,24
female_1,231.wav,D:\AlterDubDatasets\female_1\231.wav,48000,9.361333333,1,24
female_1,232.wav,D:\AlterDubDatasets\female_1\232.wav,48000,8.325333333,1,24
female_1,233.wav,D:\AlterDubDatasets\female_1\233.wav,48000,10.00533333,1,24
female_1,234.wav,D:\AlterDubDatasets\female_1\234.wav,48000,8.250666667,1,24
female_1,235.wav,D:\AlterDubDatasets\female_1\235.wav,48000,8.68,1,24
female_1,236.wav,D:\AlterDubDatasets\female_1\236.wav,48000,10.22933333,1,24
female_1,237.wav,D:\AlterDubDatasets\female_1\237.wav,48000,7.56,1,24
female_1,238.wav,D:\AlterDubDatasets\female_1\238.wav,48000,8.306666667,1,24
female_1,239.wav,D:\AlterDubDatasets\female_1\239.wav,48000,9.772,1,24
female_1,24.wav,D:\AlterDubDatasets\female_1\24.wav,48000,9.184,1,24
female_1,240.wav,D:\AlterDubDatasets\female_1\240.wav,48000,8.792,1,24
female_1,241.wav,D:\AlterDubDatasets\female_1\241.wav,48000,7.597333333,1,24
female_1,242.wav,D:\AlterDubDatasets\female_1\242.wav,48000,9.324,1,24
female_1,243.wav,D:\AlterDubDatasets\female_1\243.wav,48000,7.653333333,1,24
female_1,244.wav,D:\AlterDubDatasets\female_1\244.wav,48000,6.990666667,1,24
female_1,245.wav,D:\AlterDubDatasets\female_1\245.wav,48000,9.072,1,24
female_1,246.wav,D:\AlterDubDatasets\female_1\246.wav,48000,9.221333333,1,24
female_1,247.wav,D:\AlterDubDatasets\female_1\247.wav,48000,8.624,1,24
female_1,248.wav,D:\AlterDubDatasets\female_1\248.wav,48000,10.024,1,24
female_1,249.wav,D:\AlterDubDatasets\female_1\249.wav,48000,9.296,1,24
female_1,25.wav,D:\AlterDubDatasets\female_1\25.wav,48000,8.725333333,1,24
female_1,250.wav,D:\AlterDubDatasets\female_1\250.wav,48000,8.577333333,1,24
female_1,26.wav,D:\AlterDubDatasets\female_1\26.wav,48000,9.184,1,24
female_1,27.wav,D:\AlterDubDatasets\female_1\27.wav,48000,8.405333333,1,24
female_1,28.wav,D:\AlterDubDatasets\female_1\28.wav,48000,8.352,1,24
female_1,29.wav,D:\AlterDubDatasets\female_1\29.wav,48000,8.714666667,1,24
female_1,3.wav,D:\AlterDubDatasets\female_1\3.wav,48000,4.778666667,1,24
female_1,30.wav,D:\AlterDubDatasets\female_1\30.wav,48000,7.872,1,24
female_1,31.wav,D:\AlterDubDatasets\female_1\31.wav,48000,9.226666667,1,24
female_1,32.wav,D:\AlterDubDatasets\female_1\32.wav,48000,8.874666667,1,24
female_1,33.wav,D:\AlterDubDatasets\female_1\33.wav,48000,7.562666667,1,24
female_1,34.wav,D:\AlterDubDatasets\female_1\34.wav,48000,8.970666667,1,24
female_1,35.wav,D:\AlterDubDatasets\female_1\35.wav,48000,9.013333333,1,24
female_1,36.wav,D:\AlterDubDatasets\female_1\36.wav,48000,6.314666667,1,24
female_1,37.wav,D:\AlterDubDatasets\female_1\37.wav,48000,6.816,1,24
female_1,38.wav,D:\AlterDubDatasets\female_1\38.wav,48000,9.802666667,1,24
female_1,39.wav,D:\AlterDubDatasets\female_1\39.wav,48000,9.184,1,24
female_1,4.wav,D:\AlterDubDatasets\female_1\4.wav,48000,7.872,1,24
female_1,40.wav,D:\AlterDubDatasets\female_1\40.wav,48000,7.157333333,1,24
female_1,41.wav,D:\AlterDubDatasets\female_1\41.wav,48000,7.861333333,1,24
female_1,42.wav,D:\AlterDubDatasets\female_1\42.wav,48000,8.309333333,1,24
female_1,43.wav,D:\AlterDubDatasets\female_1\43.wav,48000,7.541333333,1,24
female_1,44.wav,D:\AlterDubDatasets\female_1\44.wav,48000,7.722666667,1,24
female_1,45.wav,D:\AlterDubDatasets\female_1\45.wav,48000,7.818666667,1,24
female_1,46.wav,D:\AlterDubDatasets\female_1\46.wav,48000,8.501333333,1,24
female_1,47.wav,D:\AlterDubDatasets\female_1\47.wav,48000,8.576,1,24
female_1,48.wav,D:\AlterDubDatasets\female_1\48.wav,48000,9.352,1,24
female_1,49.wav,D:\AlterDubDatasets\female_1\49.wav,48000,9.557333333,1,24
female_1,5.wav,D:\AlterDubDatasets\female_1\5.wav,48000,7.221333333,1,24
female_1,50.wav,D:\AlterDubDatasets\female_1\50.wav,48000,9.408,1,24
female_1,51.wav,D:\AlterDubDatasets\female_1\51.wav,48000,5.730666667,1,24
female_1,52.wav,D:\AlterDubDatasets\female_1\52.wav,48000,7.410666667,1,24
female_1,53.wav,D:\AlterDubDatasets\female_1\53.wav,48000,7.149333333,1,24
female_1,54.wav,D:\AlterDubDatasets\female_1\54.wav,48000,6.757333333,1,24
female_1,55.wav,D:\AlterDubDatasets\female_1\55.wav,48000,6.664,1,24
female_1,56.wav,D:\AlterDubDatasets\female_1\56.wav,48000,5.973333333,1,24
female_1,57.wav,D:\AlterDubDatasets\female_1\57.wav,48000,9.24,1,24
female_1,58.wav,D:\AlterDubDatasets\female_1\58.wav,48000,8.306666667,1,24
female_1,59.wav,D:\AlterDubDatasets\female_1\59.wav,48000,9.986666667,1,24
female_1,6.wav,D:\AlterDubDatasets\female_1\6.wav,48000,8.981333333,1,24
female_1,60.wav,D:\AlterDubDatasets\female_1\60.wav,48000,7.970666667,1,24
female_1,61.wav,D:\AlterDubDatasets\female_1\61.wav,48000,8.344,1,24
female_1,62.wav,D:\AlterDubDatasets\female_1\62.wav,48000,9.408,1,24
female_1,63.wav,D:\AlterDubDatasets\female_1\63.wav,48000,7.933333333,1,24
female_1,64.wav,D:\AlterDubDatasets\female_1\64.wav,48000,10.024,1,24
female_1,65.wav,D:\AlterDubDatasets\female_1\65.wav,48000,8.568,1,24
female_1,66.wav,D:\AlterDubDatasets\female_1\66.wav,48000,8.950666667,1,24
female_1,67.wav,D:\AlterDubDatasets\female_1\67.wav,48000,8.194666667,1,24
female_1,68.wav,D:\AlterDubDatasets\female_1\68.wav,48000,9.930666667,1,24
female_1,69.wav,D:\AlterDubDatasets\female_1\69.wav,48000,8.456,1,24
female_1,7.wav,D:\AlterDubDatasets\female_1\7.wav,48000,8.928,1,24
female_1,70.wav,D:\AlterDubDatasets\female_1\70.wav,48000,9.408,1,24
female_1,71.wav,D:\AlterDubDatasets\female_1\71.wav,48000,9.109333333,1,24
female_1,72.wav,D:\AlterDubDatasets\female_1\72.wav,48000,8.213333333,1,24
female_1,73.wav,D:\AlterDubDatasets\female_1\73.wav,48000,8.773333333,1,24
female_1,74.wav,D:\AlterDubDatasets\female_1\74.wav,48000,9.314666667,1,24
female_1,75.wav,D:\AlterDubDatasets\female_1\75.wav,48000,8.848,1,24
female_1,76.wav,D:\AlterDubDatasets\female_1\76.wav,48000,9.921333333,1,24
female_1,77.wav,D:\AlterDubDatasets\female_1\77.wav,48000,8.950666667,1,24
female_1,78.wav,D:\AlterDubDatasets\female_1\78.wav,48000,9.034666667,1,24
female_1,79.wav,D:\AlterDubDatasets\female_1\79.wav,48000,9.856,1,24
female_1,8.wav,D:\AlterDubDatasets\female_1\8.wav,48000,7.466666667,1,24
female_1,80.wav,D:\AlterDubDatasets\female_1\80.wav,48000,9.044,1,24
female_1,81.wav,D:\AlterDubDatasets\female_1\81.wav,48000,8.512,1,24
female_1,82.wav,D:\AlterDubDatasets\female_1\82.wav,48000,8.250666667,1,24
female_1,83.wav,D:\AlterDubDatasets\female_1\83.wav,48000,7.653333333,1,24
female_1,84.wav,D:\AlterDubDatasets\female_1\84.wav,48000,6.001333333,1,24
female_1,85.wav,D:\AlterDubDatasets\female_1\85.wav,48000,10.00533333,1,24
female_1,86.wav,D:\AlterDubDatasets\female_1\86.wav,48000,8.390666667,1,24
female_1,87.wav,D:\AlterDubDatasets\female_1\87.wav,48000,9.66,1,24
female_1,88.wav,D:\AlterDubDatasets\female_1\88.wav,48000,9.538666667,1,24
female_1,89.wav,D:\AlterDubDatasets\female_1\89.wav,48000,6.766666667,1,24
female_1,9.wav,D:\AlterDubDatasets\female_1\9.wav,48000,7.658666667,1,24
female_1,90.wav,D:\AlterDubDatasets\female_1\90.wav,48000,8.68,1,24
female_1,91.wav,D:\AlterDubDatasets\female_1\91.wav,48000,9.837333333,1,24
female_1,92.wav,D:\AlterDubDatasets\female_1\92.wav,48000,8.493333333,1,24
female_1,93.wav,D:\AlterDubDatasets\female_1\93.wav,48000,8.969333333,1,24
female_1,94.wav,D:\AlterDubDatasets\female_1\94.wav,48000,9.492,1,24
female_1,95.wav,D:\AlterDubDatasets\female_1\95.wav,48000,9.753333333,1,24
female_1,96.wav,D:\AlterDubDatasets\female_1\96.wav,48000,9.090666667,1,24
female_1,97.wav,D:\AlterDubDatasets\female_1\97.wav,48000,9.968,1,24
female_1,98.wav,D:\AlterDubDatasets\female_1\98.wav,48000,9.650666667,1,24
female_1,99.wav,D:\AlterDubDatasets\female_1\99.wav,48000,8.969333333,1,24
female_2,Dataset_Female_2_01.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_01.wav,48000,9.184,1,24
female_2,Dataset_Female_2_010.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_010.wav,48000,10.98666667,1,24
female_2,Dataset_Female_2_0100.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0100.wav,48000,7.093333333,1,24
female_2,Dataset_Female_2_0101.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0101.wav,48000,9.529333333,1,24
female_2,Dataset_Female_2_0102.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0102.wav,48000,10.84533333,1,24
female_2,Dataset_Female_2_0103.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0103.wav,48000,9.986666667,1,24
female_2,Dataset_Female_2_0104.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0104.wav,48000,10.04266667,1,24
female_2,Dataset_Female_2_0105.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0105.wav,48000,9.66,1,24
female_2,Dataset_Female_2_0106.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0106.wav,48000,10.12666667,1,24
female_2,Dataset_Female_2_0107.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0107.wav,48000,10.528,1,24
female_2,Dataset_Female_2_0108.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0108.wav,48000,9.828,1,24
female_2,Dataset_Female_2_0109.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0109.wav,48000,9.557333333,1,24
female_2,Dataset_Female_2_011.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_011.wav,48000,9.173333333,1,24
female_2,Dataset_Female_2_0110.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0110.wav,48000,10.26666667,1,24
female_2,Dataset_Female_2_0111.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0111.wav,48000,3.761333333,1,24
female_2,Dataset_Female_2_0112.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0112.wav,48000,9.996,1,24
female_2,Dataset_Female_2_0113.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0113.wav,48000,9.986666667,1,24
female_2,Dataset_Female_2_0114.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0114.wav,48000,4.48,1,24
female_2,Dataset_Female_2_0115.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0115.wav,48000,6.869333333,1,24
female_2,Dataset_Female_2_0116.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0116.wav,48000,9.622666667,1,24
female_2,Dataset_Female_2_0117.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0117.wav,48000,3.938666667,1,24
female_2,Dataset_Female_2_0118.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0118.wav,48000,4.956,1,24
female_2,Dataset_Female_2_0119.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0119.wav,48000,8.521333333,1,24
female_2,Dataset_Female_2_012.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_012.wav,48000,10.00533333,1,24
female_2,Dataset_Female_2_0120.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0120.wav,48000,9.902666667,1,24
female_2,Dataset_Female_2_0121.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0121.wav,48000,9.342666667,1,24
female_2,Dataset_Female_2_0122.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0122.wav,48000,4.722666667,1,24
female_2,Dataset_Female_2_0123.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0123.wav,48000,7.728,1,24
female_2,Dataset_Female_2_0124.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0124.wav,48000,10.11733333,1,24
female_2,Dataset_Female_2_0125.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0125.wav,48000,4.750666667,1,24
female_2,Dataset_Female_2_0126.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0126.wav,48000,8.4,1,24
female_2,Dataset_Female_2_0127.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0127.wav,48000,10.892,1,24
female_2,Dataset_Female_2_0128.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0128.wav,48000,4.62,1,24
female_2,Dataset_Female_2_0129.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0129.wav,48000,9.361333333,1,24
female_2,Dataset_Female_2_013.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_013.wav,48000,4.682666667,1,24
female_2,Dataset_Female_2_0130.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0130.wav,48000,7.233333333,1,24
female_2,Dataset_Female_2_0131.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0131.wav,48000,9.893333333,1,24
female_2,Dataset_Female_2_0132.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0132.wav,48000,8.512,1,24
female_2,Dataset_Female_2_0133.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0133.wav,48000,4.517333333,1,24
female_2,Dataset_Female_2_0134.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0134.wav,48000,9.921333333,1,24
female_2,Dataset_Female_2_0135.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0135.wav,48000,9.846666667,1,24
female_2,Dataset_Female_2_0136.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0136.wav,48000,9.958666667,1,24
female_2,Dataset_Female_2_0137.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0137.wav,48000,9.930666667,1,24
female_2,Dataset_Female_2_0138.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0138.wav,48000,9.996,1,24
female_2,Dataset_Female_2_0139.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0139.wav,48000,9.958666667,1,24
female_2,Dataset_Female_2_014.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_014.wav,48000,9.952,1,24
female_2,Dataset_Female_2_0140.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0140.wav,48000,10.56533333,1,24
female_2,Dataset_Female_2_0141.wav,D:\AlterDubDatasets\female_2\Dataset_Female_2_0141.wav,48000,10.00533333,1,24
